variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
j12,Better/worse: education quality,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Got a lot worse"", ""2.0"": ""Got a little worse"", ""3.0"": ""Stayed the same"", ""4.0"": ""Got a little better"", ""5.0"": ""Got a lot better""}",[],[]
k01,K1 How much attention do you generally pay to politics?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""0 Pay no attention"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Pay a great deal of attention""}",[],[]
k02,K2 Do you regularly read about politics or current affairs in one or more newspa,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k03,K3 In which newspaper do you read about politics or current affairs in most ofte,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don't know"", ""1.0"": ""Express"", ""2.0"": ""Financial Times"", ""3.0"": ""Glasgow Herald"", ""4.0"": ""Guardian/Observer"", ""5.0"": ""Independent/The i"", ""6.0"": ""London Evening Standard"", ""7.0"": ""Mail"", ""8.0"": ""Metro"", ""9.0"": ""Mirror/Record"", ""10.0"": ""Scotsman"", ""11.0"": ""Star"", ""12.0"": ""Sun"", ""13.0"": ""Telegraph"", ""14.0"": ""Times"", ""15.0"": ""Western Mail"", ""16.0"": ""Any other national paper"", ""17.0"": ""Any other regional paper"", ""18.0"": ""Online (any mention)"", ""19.0"": ""Huffington Post"", ""20.0"": ""BBC News"", ""21.0"": ""Other""}",[],[]
k11,"K11 Thinking again of the recent general election, did a canvasser from any part",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k1201,K12 Labour:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1202,K12 Conservatives:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1203,K12 Liberal Democrats:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1204,K12 Scottish National Party (SNP):K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1205,K12 Plaid Cymru:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1206,K12 Green Party:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1207,K12 United Kingdom Independence Party (UKIP):K12 Which party or parties did they,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1208,K12 British National Party (BNP):K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1209,K12 Other:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1210,K12 Don't know:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1211,K12 Refused:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k1212,K12 None/No party:K12 Which party or parties did they represent?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k13,K13 Did any of the political parties contact you during the recent election camp,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k14_1_01,Contact Labour: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_02,Contact Labour: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_03,Contact Labour: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_04,Contact Labour: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_05,Contact Labour: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_01,Contact Conservatives: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_02,Contact Conservatives: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_03,Contact Conservatives: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_04,Contact Conservatives: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_05,Contact Conservatives: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_01,Contact Lib Dems: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_02,Contact Lib Dems: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_03,Contact Lib Dems: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_04,Contact Lib Dems: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_05,Contact Lib Dems: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_01,Contact SNP: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_02,Contact SNP: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_03,Contact SNP: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_04,Contact SNP: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_05,Contact SNP: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_01,Contact Plaid Cymru: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_02,Contact Plaid Cymru: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_03,Contact Plaid Cymru: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_04,Contact Plaid Cymru: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_05,Contact Plaid Cymru: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_01,Contact Green: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_02,Contact Green: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_03,Contact Green: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_04,Contact Green: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_05,Contact Green: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_01,Contact UKIP: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_02,Contact UKIP: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_03,Contact UKIP: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_04,Contact UKIP: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_05,Contact UKIP: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_01,Contact DK party: Telephone,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_02,Contact DK party: Leaflets,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_03,Contact DK party: Email/text message,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_04,Contact DK party: Contact in the street,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_05,Contact DK party: Twitter/facebook/social media,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l01,L1 Now a few questions about economic conditions. How does the financial situati,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l02,L2 How do you think the financial situation of your household will change over t,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l03,L3 How do you think the general economic situation in this country will develop,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l04,L4 How do you think the general economic situation in this country has changed o,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l09,L9 Do you think that government should make much greater efforts to make people',unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""0 Make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Be much less concerned about how equal people's incomes are""}",[],[]
m01,"M1 On the whole, are you satisfied or dissatisfied with the way that democracy w",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Very satisfied"", ""2.0"": ""Fairly satisfied"", ""3.0"": ""A little dissatisfied"", ""4.0"": ""Very dissatisfied""}",[],[]
n04a,"N4a Are you happy to answer the questions yourself, on the laptop?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - Read on screen and enter answers by themselves"", ""2.0"": ""No - Prefer interviewer to read questions from screen""}",[],[]
n03,N3 How much do you trust British politicians generally?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""0 No trust"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 A great deal of trust""}",[],[]
p01,"P1 Thinking back to the EU referendum held on June 23rd 2016, if you voted did y",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""I did not vote"", ""2.0"": ""Leave the EU"", ""3.0"": ""Remain in the EU""}",[],[]
p02,P2 If there was another referendum on Britain's membership of the European Union,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Leave the EU"", ""2.0"": ""Stay in the EU"", ""3.0"": ""I would not vote""}",[],[]
p03_1,EU integration: self,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_2,EU integration: Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_3,EU integration: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_4,EU integration: Lib Dems,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_5,EU integration: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_6,EU integration: Green,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_7,EU integration: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03_8,EU integration: Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Do all it can to unite fully with the European Union"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Do all it can to protect its independence from the European Union""}",[],[]
p03a,P3a When Britain negotiates to leave the EU is it more important for the UK gove,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""0 Access to the single market"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Control immigration""}",[],[]
p03b,P3b After Brexit negotiations are finished would you be in favour of having a re,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
p04_01,"P4 Contacted a politician, government or local government official:P4 Thinking n",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_02,P4 Signed a petition on the Internet:P4 Thinking now about how active you are in,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_03,P4 Signed a petition not on the internet:P4 Thinking now about how active you ar,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_04,P4 Done any work on behalf of a political party or action group:P4 Thinking now,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_05,"P4 Given any money to a political party, organization or cause:P4 Thinking now a",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_06,P4 Taken part in a public demonstration:P4 Thinking now about how active you are,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_07,P4 Bought - or refused to buy - any products for political or ethical reasons:P4,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_08,P4 Gone on strike or taken industrial action:P4 Thinking now about how active yo,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_09,P4 None of these:P4 Thinking now about how active you are in politics and commun,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_10,P4 Don't know:P4 Thinking now about how active you are in politics and community,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
q01_1,Keeps promises: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Keeps its promises"", ""2.0"": ""Breaks its promises"", ""3.0"": ""Neither or both""}",[],[]
q01_2,Keeps promises: Conservative,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Keeps its promises"", ""2.0"": ""Breaks its promises"", ""3.0"": ""Neither or both""}",[],[]
q01_3,Keeps promises: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Keeps its promises"", ""2.0"": ""Breaks its promises"", ""3.0"": ""Neither or both""}",[],[]
q01_4,Keeps promises: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Keeps its promises"", ""2.0"": ""Breaks its promises"", ""3.0"": ""Neither or both""}",[],[]
q01_5,Keeps promises: Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Keeps its promises"", ""2.0"": ""Breaks its promises"", ""3.0"": ""Neither or both""}",[],[]
q02_1,Q2: Capable strong govt: Conservative,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Capable of being a strong government"", ""2.0"": ""Not capable of being a strong government"", ""3.0"": ""Neither or both""}",[],[]
q02_2,Q2: Capable strong govt: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Capable of being a strong government"", ""2.0"": ""Not capable of being a strong government"", ""3.0"": ""Neither or both""}",[],[]
q03_1,United/divided: Conservative Party,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""United"", ""2.0"": ""Divided"", ""3.0"": ""Neither or both""}",[],[]
q03_2,United/divided: Labour Party,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""United"", ""2.0"": ""Divided"", ""3.0"": ""Neither or both""}",[],[]
q03_3,United/divided: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""United"", ""2.0"": ""Divided"", ""3.0"": ""Neither or both""}",[],[]
r03,Gone too far: equality for women,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Gone much too far"", ""2.0"": ""Gone a little too far"", ""3.0"": ""Is about right"", ""4.0"": ""Not gone quite far enough"", ""5.0"": ""Not gone nearly far enough""}",[],[]
r04,Gone too far: quality for blacks and asians,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Gone much too far"", ""2.0"": ""Gone a little too far"", ""3.0"": ""Is about right"", ""4.0"": ""Not gone quite far enough"", ""5.0"": ""Not gone nearly far enough""}",[],[]
r05,How do you feel about cuts to disability benefits?,unknown,F8.0,"{""-1.0"": ""Don`t know"", ""1.0"": ""Gone much too far"", ""2.0"": ""Gone a little too far"", ""3.0"": ""Is about right"", ""4.0"": ""Not gone quite far enough"", ""5.0"": ""Not gone nearly far enough""}",[],[]
r05a,R5a Should social care for the elderly be paid from general taxation or from the,unknown,F8.0,"{""-1.0"": ""Don`t know"", ""1.0"": ""1 - Taxation"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5 - Own money""}",[],[]
s01_1,Probability of voting for Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_2,Probability of voting for Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_3,Probability of voting for Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_4,Probability of voting for UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_5,Probability of voting for Greens,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_6,Probability of voting for SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
s01_7,Probability of voting for Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 very unlikely"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 very likely""}",[],[]
q11,Difference between Conservative and Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""There is a great difference between them"", ""2.0"": ""Some difference"", ""3.0"": ""or, not much difference?""}",[],[]
q12,Lib Dems closer to Conservative or Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Closer to the Conservatives"", ""2.0"": ""Closer to Labour"", ""3.0"": ""No difference/Equal""}",[],[]
t01_1,Spend less on defence,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Definitely should"", ""2.0"": ""Probably should"", ""3.0"": ""Doesn't matter either way"", ""4.0"": ""Probably should not"", ""5.0"": ""Definitely should not""}",[],[]
t01_2,Spend less on foreign aid,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Definitely should"", ""2.0"": ""Probably should"", ""3.0"": ""Doesn't matter either way"", ""4.0"": ""Probably should not"", ""5.0"": ""Definitely should not""}",[],[]
t02,Limit privacy to fight terror,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""0 Fight terrorism"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Protect civil liberties""}",[],[]
u01,Days R discusses politics,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""0.0"": ""No days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
u03,Political party member,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes I am a member of a party"", ""2.0"": ""I am not a member now but used to be"", ""3.0"": ""No, I have never been a member""}",[],[]
u05,2015 vote,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don`t know"", ""1.0"": ""Did not vote"", ""2.0"": ""Labour"", ""3.0"": ""Conservative"", ""4.0"": ""Liberal Democrat"", ""5.0"": ""Scottish National Party"", ""6.0"": ""Plaid Cymru"", ""7.0"": ""Green Party"", ""8.0"": ""United Kingdom Independence Party (UKIP)"", ""9.0"": ""British National Party (BNP)"", ""10.0"": ""Other"", ""11.0"": ""Not eligible/too young to vote""}",[],[]
v01,V1 Should the voting system be changed to allow smaller political parties to get,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""We should change the voting system"", ""2.0"": ""Keep it as it is""}",[],[]
v04,Moreno scale: English,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""English not British"", ""2.0"": ""More English than British"", ""3.0"": ""Equally English and British"", ""4.0"": ""More British than English"", ""5.0"": ""British not English"", ""6.0"": ""None of these"", ""7.0"": ""Other"", ""8.0"": ""European"", ""9.0"": ""Irish"", ""10.0"": ""Welsh""}",[],[]
v05,Moreno scale: Scottish,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Scottish not British"", ""2.0"": ""More Scottish than British"", ""3.0"": ""Equally Scottish and British"", ""4.0"": ""More British than Scottish"", ""5.0"": ""British not Scottish"", ""6.0"": ""None of these"", ""7.0"": ""Other"", ""8.0"": ""British not Scottish""}",[],[]
