opposition_lead,time_to_election,parliament,opposition_won
-0.203409650277016,-21525,1959-1964,Opposition won
-0.2040118756994043,-21524,1959-1964,Opposition won
-0.2046140444055729,-21523,1959-1964,Opposition won
-0.2052161564128418,-21522,1959-1964,Opposition won
-0.2058182116953702,-21521,1959-1964,Opposition won
-0.2064202102984598,-21520,1959-1964,Opposition won
-0.2070221521752149,-21519,1959-1964,Opposition won
-0.2076240373477334,-21518,1959-1964,Opposition won
-0.2082258658103083,-21517,1959-1964,Opposition won
-0.2088276375703742,-21516,1959-1964,Opposition won
-0.2094293526247513,-21515,1959-1964,Opposition won
-0.2100310109739346,-21514,1959-1964,Opposition won
-0.2106326126127003,-21513,1959-1964,Opposition won
-0.2112341575413258,-21512,1959-1964,Opposition won
-0.2118356457653471,-21511,1959-1964,Opposition won
-0.2124370772863074,-21510,1959-1964,Opposition won
-0.2130384520984249,-21509,1959-1964,Opposition won
-0.2136397701954475,-21508,1959-1964,Opposition won
-0.2142410315867019,-21507,1959-1964,Opposition won
-0.2148422362823983,-21506,1959-1964,Opposition won
-0.2154433842596992,-21505,1959-1964,Opposition won
-0.2160444755366,-21504,1959-1964,Opposition won
-0.2166455100983792,-21503,1959-1964,Opposition won
-0.2172464879594102,-21502,1959-1964,Opposition won
-0.2178474091213109,-21501,1959-1964,Opposition won
-0.2184482735651582,-21500,1959-1964,Opposition won
-0.2190490812965014,-21499,1959-1964,Opposition won
-0.2196498323395224,-21498,1959-1964,Opposition won
-0.2202505266581942,-21497,1959-1964,Opposition won
-0.2208511642820421,-21496,1959-1964,Opposition won
-0.2214517451905625,-21495,1959-1964,Opposition won
-0.2220522693879966,-21494,1959-1964,Opposition won
-0.2226527368807371,-21493,1959-1964,Opposition won
-0.2232531476737382,-21492,1959-1964,Opposition won
-0.2238535017494887,-21491,1959-1964,Opposition won
-0.2244537991393915,-21490,1959-1964,Opposition won
-0.2250540398030414,-21489,1959-1964,Opposition won
-0.2256542237570891,-21488,1959-1964,Opposition won
-0.2262543510204149,-21487,1959-1964,Opposition won
-0.2268544215654273,-21486,1959-1964,Opposition won
-0.2274544354108402,-21485,1959-1964,Opposition won
-0.2280543925312467,-21484,1959-1964,Opposition won
-0.2286542929528927,-21483,1959-1964,Opposition won
-0.2292541366859645,-21482,1959-1964,Opposition won
-0.2298539236968603,-21481,1959-1964,Opposition won
-0.2304536539907369,-21480,1959-1964,Opposition won
-0.2310533275944873,-21479,1959-1964,Opposition won
-0.2316529444795232,-21478,1959-1964,Opposition won
-0.2322525046656506,-21477,1959-1964,Opposition won
-0.2328520081435966,-21476,1959-1964,Opposition won
-0.23345145491189,-21475,1959-1964,Opposition won
-0.2340508449811703,-21474,1959-1964,Opposition won
-0.2346501783321239,-21473,1959-1964,Opposition won
-0.2352494549779789,-21472,1959-1964,Opposition won
-0.2358486749152234,-21471,1959-1964,Opposition won
-0.2364478381533731,-21470,1959-1964,Opposition won
-0.237046944678397,-21469,1959-1964,Opposition won
-0.2376459944996907,-21468,1959-1964,Opposition won
-0.2382449876168346,-21467,1959-1964,Opposition won
-0.2388439240118149,-21466,1959-1964,Opposition won
-0.2394428037167639,-21465,1959-1964,Opposition won
-0.2400416267019022,-21464,1959-1964,Opposition won
-0.2406403929993996,-21463,1959-1964,Opposition won
-0.2412391025583082,-21462,1959-1964,Opposition won
-0.2418377554300764,-21461,1959-1964,Opposition won
-0.2424363516036828,-21460,1959-1964,Opposition won
-0.2430348910512574,-21459,1959-1964,Opposition won
-0.2436333738042335,-21458,1959-1964,Opposition won
-0.2442317998503593,-21457,1959-1964,Opposition won
-0.244830169170919,-21456,1959-1964,Opposition won
-0.2454284818041863,-21455,1959-1964,Opposition won
-0.2460267377200123,-21454,1959-1964,Opposition won
-0.2466249369291664,-21453,1959-1964,Opposition won
-0.2472230794387786,-21452,1959-1964,Opposition won
-0.2478211652357478,-21451,1959-1964,Opposition won
-0.2484191943315992,-21450,1959-1964,Opposition won
-0.2490171667172274,-21449,1959-1964,Opposition won
-0.2496150823959334,-21448,1959-1964,Opposition won
-0.2502129413645458,-21447,1959-1964,Opposition won
-0.25081074362194,-21446,1959-1964,Opposition won
-0.2514084891812898,-21445,1959-1964,Opposition won
-0.2520061780317738,-21444,1959-1964,Opposition won
-0.2526038101742659,-21443,1959-1964,Opposition won
-0.2532013856176999,-21442,1959-1964,Opposition won
-0.2537989043375521,-21441,1959-1964,Opposition won
-0.2543963663608916,-21440,1959-1964,Opposition won
-0.2549937716663683,-21439,1959-1964,Opposition won
-0.2555911202754657,-21438,1959-1964,Opposition won
-0.2561884121827988,-21437,1959-1964,Opposition won
-0.2567856473696731,-21436,1959-1964,Opposition won
-0.2573828258562946,-21435,1959-1964,Opposition won
-0.2579799476342578,-21434,1959-1964,Opposition won
-0.2585770127107538,-21433,1959-1964,Opposition won
-0.2591740210675214,-21432,1959-1964,Opposition won
-0.2597709727184248,-21431,1959-1964,Opposition won
-0.2603678676854671,-21430,1959-1964,Opposition won
-0.2609647059158309,-21429,1959-1964,Opposition won
-0.2615614874539851,-21428,1959-1964,Opposition won
-0.2621582122864392,-21427,1959-1964,Opposition won
-0.2627548804080782,-21426,1959-1964,Opposition won
-0.2633514918226781,-21425,1959-1964,Opposition won
-0.2639480465269833,-21424,1959-1964,Opposition won
-0.2645445445247925,-21423,1959-1964,Opposition won
-0.2651409858169521,-21422,1959-1964,Opposition won
-0.2657373704092258,-21421,1959-1964,Opposition won
-0.2663336982811894,-21420,1959-1964,Opposition won
-0.2669299694516502,-21419,1959-1964,Opposition won
-0.2675261839211581,-21418,1959-1964,Opposition won
-0.2681223416748984,-21417,1959-1964,Opposition won
-0.2687184427234156,-21416,1959-1964,Opposition won
-0.2693144870675594,-21415,1959-1964,Opposition won
-0.2699104747084237,-21414,1959-1964,Opposition won
-0.2705064056375637,-21413,1959-1964,Opposition won
-0.2711022798701935,-21412,1959-1964,Opposition won
-0.2716980973765319,-21411,1959-1964,Opposition won
-0.2722938581889542,-21410,1959-1964,Opposition won
-0.2728895622818473,-21409,1959-1964,Opposition won
-0.2734852096695483,-21408,1959-1964,Opposition won
-0.2740808003787251,-21407,1959-1964,Opposition won
-0.274676334332693,-21406,1959-1964,Opposition won
-0.2752718116220715,-21405,1959-1964,Opposition won
-0.2758672321744551,-21404,1959-1964,Opposition won
-0.2764625960362945,-21403,1959-1964,Opposition won
-0.2770579031777289,-21402,1959-1964,Opposition won
-0.277653153627599,-21401,1959-1964,Opposition won
-0.2782483473662752,-21400,1959-1964,Opposition won
-0.2788434843898075,-21399,1959-1964,Opposition won
-0.2794385647301788,-21398,1959-1964,Opposition won
-0.2800335883314674,-21397,1959-1964,Opposition won
-0.2806285552466725,-21396,1959-1964,Opposition won
-0.2812234654457212,-21395,1959-1964,Opposition won
-0.2818183189469458,-21394,1959-1964,Opposition won
-0.2824131157336157,-21393,1959-1964,Opposition won
-0.2830078558099064,-21392,1959-1964,Opposition won
-0.2836025391711196,-21391,1959-1964,Opposition won
-0.2841971658531971,-21390,1959-1964,Opposition won
-0.2847917358084756,-21389,1959-1964,Opposition won
-0.2853862490525038,-21388,1959-1964,Opposition won
-0.285980705601662,-21387,1959-1964,Opposition won
-0.286575105447281,-21386,1959-1964,Opposition won
-0.2871694485689984,-21385,1959-1964,Opposition won
-0.2877637350067616,-21384,1959-1964,Opposition won
-0.288357964706337,-21383,1959-1964,Opposition won
-0.2889521377179,-21382,1959-1964,Opposition won
-0.2895462540237378,-21381,1959-1964,Opposition won
-0.2901403136103077,-21380,1959-1964,Opposition won
-0.2907343165000207,-21379,1959-1964,Opposition won
-0.2913282626854127,-21378,1959-1964,Opposition won
-0.2919221521524279,-21377,1959-1964,Opposition won
-0.2925159849171422,-21376,1959-1964,Opposition won
-0.2931097609827415,-21375,1959-1964,Opposition won
-0.2937034803356305,-21374,1959-1964,Opposition won
-0.2942971429749938,-21373,1959-1964,Opposition won
-0.2948907489190809,-21372,1959-1964,Opposition won
-0.2954842981588936,-21371,1959-1964,Opposition won
-0.2960777906789797,-21370,1959-1964,Opposition won
-0.2966712264956235,-21369,1959-1964,Opposition won
-0.2972646055844547,-21368,1959-1964,Opposition won
-0.2978579280054257,-21367,1959-1964,Opposition won
-0.2984511937168435,-21366,1959-1964,Opposition won
-0.2990444026878486,-21365,1959-1964,Opposition won
-0.2996375549651699,-21364,1959-1964,Opposition won
-0.30023065054641,-21363,1959-1964,Opposition won
-0.3008236894156325,-21362,1959-1964,Opposition won
-0.3014166715760181,-21361,1959-1964,Opposition won
-0.3020095970212257,-21360,1959-1964,Opposition won
-0.3026024657843624,-21359,1959-1964,Opposition won
-0.3031952778055667,-21358,1959-1964,Opposition won
-0.3037880331430571,-21357,1959-1964,Opposition won
-0.304380731765112,-21356,1959-1964,Opposition won
-0.3049733736852972,-21355,1959-1964,Opposition won
-0.3055659588851751,-21354,1959-1964,Opposition won
-0.3061584873910231,-21353,1959-1964,Opposition won
-0.306750959195767,-21352,1959-1964,Opposition won
-0.3073433742752328,-21351,1959-1964,Opposition won
-0.3079357326453857,-21350,1959-1964,Opposition won
-0.308528034335278,-21349,1959-1964,Opposition won
-0.3091202792997665,-21348,1959-1964,Opposition won
-0.3097124675591419,-21347,1959-1964,Opposition won
-0.3103045991161117,-21346,1959-1964,Opposition won
-0.310896673963907,-21345,1959-1964,Opposition won
-0.3114886920955626,-21344,1959-1964,Opposition won
-0.3120806535346628,-21343,1959-1964,Opposition won
-0.3126725582470236,-21342,1959-1964,Opposition won
-0.3132644062792973,-21341,1959-1964,Opposition won
-0.3138561975860101,-21340,1959-1964,Opposition won
-0.3144479321854468,-21339,1959-1964,Opposition won
-0.3150396100751932,-21338,1959-1964,Opposition won
-0.3156312312880176,-21337,1959-1964,Opposition won
-0.3162227957609389,-21336,1959-1964,Opposition won
-0.3168143035324271,-21335,1959-1964,Opposition won
-0.3174057546036676,-21334,1959-1964,Opposition won
-0.3179971489553754,-21333,1959-1964,Opposition won
-0.3185884866295336,-21332,1959-1964,Opposition won
-0.3191797675623928,-21331,1959-1964,Opposition won
-0.3197709918094015,-21330,1959-1964,Opposition won
-0.3203621593250659,-21329,1959-1964,Opposition won
-0.3209532701570872,-21328,1959-1964,Opposition won
-0.3215443242761389,-21327,1959-1964,Opposition won
-0.3221353216919993,-21326,1959-1964,Opposition won
-0.3227262623958257,-21325,1959-1964,Opposition won
-0.3233171463922677,-21324,1959-1964,Opposition won
-0.3239079736943721,-21323,1959-1964,Opposition won
-0.3244987442732853,-21322,1959-1964,Opposition won
-0.3250894581247764,-21321,1959-1964,Opposition won
-0.3256801153016482,-21320,1959-1964,Opposition won
-0.3262707157798624,-21319,1959-1964,Opposition won
-0.3268612595179642,-21318,1959-1964,Opposition won
-0.3274517465762031,-21317,1959-1964,Opposition won
-0.3280421769019019,-21316,1959-1964,Opposition won
-0.3286325505346488,-21315,1959-1964,Opposition won
-0.3292228674706338,-21314,1959-1964,Opposition won
-0.3298131276936812,-21313,1959-1964,Opposition won
-0.3304033312013346,-21312,1959-1964,Opposition won
-0.3309934780155581,-21311,1959-1964,Opposition won
-0.331583568091959,-21310,1959-1964,Opposition won
-0.3321736015003378,-21309,1959-1964,Opposition won
-0.3327635781880272,-21308,1959-1964,Opposition won
-0.33335349814792,-21307,1959-1964,Opposition won
-0.333943361441932,-21306,1959-1964,Opposition won
-0.3345331679888071,-21305,1959-1964,Opposition won
-0.3351229178309807,-21304,1959-1964,Opposition won
-0.335712610976114,-21303,1959-1964,Opposition won
-0.3363022474246758,-21302,1959-1964,Opposition won
-0.3368918271402717,-21301,1959-1964,Opposition won
-0.3374813502021739,-21300,1959-1964,Opposition won
-0.3380708165131512,-21299,1959-1964,Opposition won
-0.338660226112634,-21298,1959-1964,Opposition won
-0.3392495790189935,-21297,1959-1964,Opposition won
-0.3398388752266242,-21296,1959-1964,Opposition won
-0.3404281147014111,-21295,1959-1964,Opposition won
-0.3410172974944194,-21294,1959-1964,Opposition won
-0.3416064235715971,-21293,1959-1964,Opposition won
-0.342195492938366,-21292,1959-1964,Opposition won
-0.3427845056027196,-21291,1959-1964,Opposition won
-0.343373461553316,-21290,1959-1964,Opposition won
-0.3439623607985168,-21289,1959-1964,Opposition won
-0.3445512033408507,-21288,1959-1964,Opposition won
-0.3451399891810462,-21287,1959-1964,Opposition won
-0.3457287183093106,-21286,1959-1964,Opposition won
-0.3463173907380263,-21285,1959-1964,Opposition won
-0.3469060064427425,-21284,1959-1964,Opposition won
-0.3474945654442376,-21283,1959-1964,Opposition won
-0.348083067740123,-21282,1959-1964,Opposition won
-0.3486715133525293,-21281,1959-1964,Opposition won
-0.3492599022173433,-21280,1959-1964,Opposition won
-0.3498482343842456,-21279,1959-1964,Opposition won
-0.3504365098619084,-21278,1959-1964,Opposition won
-0.3510247286253708,-21277,1959-1964,Opposition won
-0.3516128906592336,-21276,1959-1964,Opposition won
-0.3522009960392935,-21275,1959-1964,Opposition won
-0.3527890446739775,-21274,1959-1964,Opposition won
-0.3533770366066273,-21273,1959-1964,Opposition won
-0.353964971852904,-21272,1959-1964,Opposition won
-0.3545528503560247,-21271,1959-1964,Opposition won
-0.3551406721736609,-21270,1959-1964,Opposition won
-0.3557284372795665,-21269,1959-1964,Opposition won
-0.3563161456740698,-21268,1959-1964,Opposition won
-0.3569037973742934,-21267,1959-1964,Opposition won
-0.3574913923562622,-21266,1959-1964,Opposition won
-0.3580789306053983,-21265,1959-1964,Opposition won
-0.3586664122045916,-21264,1959-1964,Opposition won
-0.3592538370611884,-21263,1959-1964,Opposition won
-0.3598412052162943,-21262,1959-1964,Opposition won
-0.3604285166465688,-21261,1959-1964,Opposition won
-0.3610157714444932,-21260,1959-1964,Opposition won
-0.3616029694423447,-21259,1959-1964,Opposition won
-0.3621901107516255,-21258,1959-1964,Opposition won
-0.3627771954097748,-21257,1959-1964,Opposition won
-0.3633642233110474,-21256,1959-1964,Opposition won
-0.3639511945114236,-21255,1959-1964,Opposition won
-0.3645381089939694,-21254,1959-1964,Opposition won
-0.3651249668031363,-21253,1959-1964,Opposition won
-0.3657117679040409,-21252,1959-1964,Opposition won
-0.3662985122724935,-21251,1959-1964,Opposition won
-0.3668851999506775,-21250,1959-1964,Opposition won
-0.3674718309113804,-21249,1959-1964,Opposition won
-0.3680584051536719,-21248,1959-1964,Opposition won
-0.3686449227200423,-21247,1959-1964,Opposition won
-0.3692313835300744,-21246,1959-1964,Opposition won
-0.3698177876894384,-21245,1959-1964,Opposition won
-0.3704041351065017,-21244,1959-1964,Opposition won
-0.3709904258268683,-21243,1959-1964,Opposition won
-0.3715766598248685,-21242,1959-1964,Opposition won
-0.3721628371463957,-21241,1959-1964,Opposition won
-0.3727489577474275,-21240,1959-1964,Opposition won
-0.3733350216360737,-21239,1959-1964,Opposition won
-0.3739210288190069,-21238,1959-1964,Opposition won
-0.3745069793077053,-21237,1959-1964,Opposition won
-0.3750928730908682,-21236,1959-1964,Opposition won
-0.3756787101237077,-21235,1959-1964,Opposition won
-0.3762644905052453,-21234,1959-1964,Opposition won
-0.37685021414933,-21233,1959-1964,Opposition won
-0.3774358811034619,-21232,1959-1964,Opposition won
-0.3780214913291098,-21231,1959-1964,Opposition won
-0.3786070448764805,-21230,1959-1964,Opposition won
-0.3791925416952828,-21229,1959-1964,Opposition won
-0.3797779817971293,-21228,1959-1964,Opposition won
-0.3803633652037805,-21227,1959-1964,Opposition won
-0.3809486919057733,-21226,1959-1964,Opposition won
-0.3815339618774234,-21225,1959-1964,Opposition won
-0.3821191751707374,-21224,1959-1964,Opposition won
-0.3827043317555101,-21223,1959-1964,Opposition won
-0.3832894316146996,-21222,1959-1964,Opposition won
-0.3838744747680253,-21221,1959-1964,Opposition won
-0.3844594612737682,-21220,1959-1964,Opposition won
-0.3850443909883675,-21219,1959-1964,Opposition won
-0.3856292640444347,-21218,1959-1964,Opposition won
-0.3862140803662188,-21217,1959-1964,Opposition won
-0.3867988400074384,-21216,1959-1964,Opposition won
-0.3873835429254032,-21215,1959-1964,Opposition won
-0.3879681891506513,-21214,1959-1964,Opposition won
-0.3885527786523028,-21213,1959-1964,Opposition won
-0.3891373114476387,-21212,1959-1964,Opposition won
-0.3897217875290741,-21211,1959-1964,Opposition won
-0.3903062069079212,-21210,1959-1964,Opposition won
-0.3908905695998195,-21209,1959-1964,Opposition won
-0.3914748755979477,-21208,1959-1964,Opposition won
-0.3920591248244665,-21207,1959-1964,Opposition won
-0.3926433173888115,-21206,1959-1964,Opposition won
-0.3932274532560588,-21205,1959-1964,Opposition won
-0.3938115323820586,-21204,1959-1964,Opposition won
-0.3943955548327132,-21203,1959-1964,Opposition won
-0.394979520554114,-21202,1959-1964,Opposition won
-0.3955634295989934,-21201,1959-1964,Opposition won
-0.3961472818725788,-21200,1959-1964,Opposition won
-0.3967310774833363,-21199,1959-1964,Opposition won
-0.3973148164214036,-21198,1959-1964,Opposition won
-0.3978984985758481,-21197,1959-1964,Opposition won
-0.3984821240885499,-21196,1959-1964,Opposition won
-0.3990656928687729,-21195,1959-1964,Opposition won
-0.3996492049263131,-21194,1959-1964,Opposition won
-0.4002326602924811,-21193,1959-1964,Opposition won
-0.4008160589119035,-21192,1959-1964,Opposition won
-0.4013994009160426,-21191,1959-1964,Opposition won
-0.4019826861355293,-21190,1959-1964,Opposition won
-0.4025659146748949,-21189,1959-1964,Opposition won
-0.4031490865123274,-21188,1959-1964,Opposition won
-0.4037322016380408,-21187,1959-1964,Opposition won
-0.4043152600451845,-21186,1959-1964,Opposition won
-0.4048982617390173,-21185,1959-1964,Opposition won
-0.405481206742309,-21184,1959-1964,Opposition won
-0.4060640950780974,-21183,1959-1964,Opposition won
-0.4066469266414187,-21182,1959-1964,Opposition won
-0.4072297015288799,-21181,1959-1964,Opposition won
-0.4078124197117259,-21180,1959-1964,Opposition won
-0.4083950811506238,-21179,1959-1964,Opposition won
-0.4089776859087873,-21178,1959-1964,Opposition won
-0.4095602339630957,-21177,1959-1964,Opposition won
-0.4101427253136209,-21176,1959-1964,Opposition won
-0.4107251599692436,-21175,1959-1964,Opposition won
-0.4113075378839875,-21174,1959-1964,Opposition won
-0.4118898590967306,-21173,1959-1964,Opposition won
-0.4124721235862191,-21172,1959-1964,Opposition won
-0.4130543314350618,-21171,1959-1964,Opposition won
-0.4136364825156144,-21170,1959-1964,Opposition won
-0.4142185768944572,-21169,1959-1964,Opposition won
-0.4148006146003345,-21168,1959-1964,Opposition won
-0.4153825955829991,-21167,1959-1964,Opposition won
-0.415964519858954,-21166,1959-1964,Opposition won
-0.4165463874076754,-21165,1959-1964,Opposition won
-0.4171281982547331,-21164,1959-1964,Opposition won
-0.417709952423591,-21163,1959-1964,Opposition won
-0.4182916498778468,-21162,1959-1964,Opposition won
-0.4188732905722088,-21161,1959-1964,Opposition won
-0.4194548745993443,-21160,1959-1964,Opposition won
-0.4200364019641087,-21159,1959-1964,Opposition won
-0.4206178725704402,-21158,1959-1964,Opposition won
-0.4211992864840128,-21157,1959-1964,Opposition won
-0.4217806436907079,-21156,1959-1964,Opposition won
-0.4223619441854891,-21155,1959-1964,Opposition won
-0.4229431879628313,-21154,1959-1964,Opposition won
-0.42352437501818,-21153,1959-1964,Opposition won
-0.4241055053960542,-21152,1959-1964,Opposition won
-0.4246865790716037,-21151,1959-1964,Opposition won
-0.4252675960333641,-21150,1959-1964,Opposition won
-0.4258485562699015,-21149,1959-1964,Opposition won
-0.4264294598304015,-21148,1959-1964,Opposition won
-0.4270103066771435,-21147,1959-1964,Opposition won
-0.4275910968183027,-21146,1959-1964,Opposition won
-0.4281718302238564,-21145,1959-1964,Opposition won
-0.4287525069196502,-21144,1959-1964,Opposition won
-0.429333126944199,-21143,1959-1964,Opposition won
-0.4299136902810003,-21142,1959-1964,Opposition won
-0.4304941968319269,-21141,1959-1964,Opposition won
-0.4310746467334758,-21140,1959-1964,Opposition won
-0.4316550399152555,-21139,1959-1964,Opposition won
-0.432235376368957,-21138,1959-1964,Opposition won
-0.432815656124697,-21137,1959-1964,Opposition won
-0.433395879194273,-21136,1959-1964,Opposition won
-0.433976045561636,-21135,1959-1964,Opposition won
-0.4345561552003918,-21134,1959-1964,Opposition won
-0.4351362081453042,-21133,1959-1964,Opposition won
-0.4357162043639812,-21132,1959-1964,Opposition won
-0.4362961439195725,-21131,1959-1964,Opposition won
-0.4368760267321657,-21130,1959-1964,Opposition won
-0.437455852822353,-21129,1959-1964,Opposition won
-0.4380356221954212,-21128,1959-1964,Opposition won
-0.4386153349302312,-21127,1959-1964,Opposition won
-0.4391949908939386,-21126,1959-1964,Opposition won
-0.4397745901863192,-21125,1959-1964,Opposition won
-0.4403541327508807,-21124,1959-1964,Opposition won
-0.4409336185817882,-21123,1959-1964,Opposition won
-0.4415130477825673,-21122,1959-1964,Opposition won
-0.442092420224333,-21121,1959-1964,Opposition won
-0.4426717359767628,-21120,1959-1964,Opposition won
-0.4432509950294353,-21119,1959-1964,Opposition won
-0.4438301973388438,-21118,1959-1964,Opposition won
-0.444409342949897,-21117,1959-1964,Opposition won
-0.4449884318698678,-21116,1959-1964,Opposition won
-0.4455674640839304,-21115,1959-1964,Opposition won
-0.4461464395607085,-21114,1959-1964,Opposition won
-0.4467253584031684,-21113,1959-1964,Opposition won
-0.4473042204681447,-21112,1959-1964,Opposition won
-0.4478830258401751,-21111,1959-1964,Opposition won
-0.4484617745300384,-21110,1959-1964,Opposition won
-0.4490404664851085,-21109,1959-1964,Opposition won
-0.4496191017354479,-21108,1959-1964,Opposition won
-0.4501976803017152,-21107,1959-1964,Opposition won
-0.4507762021328319,-21106,1959-1964,Opposition won
-0.4513546672719413,-21105,1959-1964,Opposition won
-0.4519330756790418,-21104,1959-1964,Opposition won
-0.4525114274603234,-21103,1959-1964,Opposition won
-0.4530897224273347,-21102,1959-1964,Opposition won
-0.4536679607571606,-21101,1959-1964,Opposition won
-0.4542461423689835,-21100,1959-1964,Opposition won
-0.4548242672764105,-21099,1959-1964,Opposition won
-0.4554023354111676,-21098,1959-1964,Opposition won
-0.4559803469191374,-21097,1959-1964,Opposition won
-0.4565583017216023,-21096,1959-1964,Opposition won
-0.4571361997401533,-21095,1959-1964,Opposition won
-0.4577140411146034,-21094,1959-1964,Opposition won
-0.4582918257386814,-21093,1959-1964,Opposition won
-0.4588695537266719,-21092,1959-1964,Opposition won
-0.459447224941662,-21091,1959-1964,Opposition won
-0.4600248394808169,-21090,1959-1964,Opposition won
-0.4606023973179616,-21089,1959-1964,Opposition won
-0.4611798984082501,-21088,1959-1964,Opposition won
-0.461757342816849,-21087,1959-1964,Opposition won
-0.4623347305573146,-21086,1959-1964,Opposition won
-0.4629120615578088,-21085,1959-1964,Opposition won
-0.4634893357921258,-21084,1959-1964,Opposition won
-0.4640665533916112,-21083,1959-1964,Opposition won
-0.46464371427428,-21082,1959-1964,Opposition won
-0.4652208184025551,-21081,1959-1964,Opposition won
-0.4657978658829432,-21080,1959-1964,Opposition won
-0.4663748566273663,-21079,1959-1964,Opposition won
-0.4669517906939219,-21078,1959-1964,Opposition won
-0.4675286680360256,-21077,1959-1964,Opposition won
-0.4681054886503899,-21076,1959-1964,Opposition won
-0.4686822525856738,-21075,1959-1964,Opposition won
-0.4692589598145374,-21074,1959-1964,Opposition won
-0.4698356103164985,-21073,1959-1964,Opposition won
-0.4704122041105067,-21072,1959-1964,Opposition won
-0.4709887412356772,-21071,1959-1964,Opposition won
-0.4715652215682194,-21070,1959-1964,Opposition won
-0.4721416452890489,-21069,1959-1964,Opposition won
-0.4727180122426805,-21068,1959-1964,Opposition won
-0.4732943224901352,-21067,1959-1964,Opposition won
-0.473870576066771,-21066,1959-1964,Opposition won
-0.4744467729323763,-21065,1959-1964,Opposition won
-0.4750229130654893,-21064,1959-1964,Opposition won
-0.4755989965261052,-21063,1959-1964,Opposition won
-0.4761750232415717,-21062,1959-1964,Opposition won
-0.4767509932426935,-21061,1959-1964,Opposition won
-0.4773269065896411,-21060,1959-1964,Opposition won
-0.477902763173911,-21059,1959-1964,Opposition won
-0.4784785630548933,-21058,1959-1964,Opposition won
-0.4790543062921504,-21057,1959-1964,Opposition won
-0.4796299927843465,-21056,1959-1964,Opposition won
-0.4802056225186423,-21055,1959-1964,Opposition won
-0.4807811956001059,-21054,1959-1964,Opposition won
-0.481356712012026,-21053,1959-1964,Opposition won
-0.4819321716685866,-21052,1959-1964,Opposition won
-0.4825075746317988,-21051,1959-1964,Opposition won
-0.4830829208663913,-21050,1959-1964,Opposition won
-0.4836582103680688,-21049,1959-1964,Opposition won
-0.4842334431907712,-21048,1959-1964,Opposition won
-0.4848086193311038,-21047,1959-1964,Opposition won
-0.4853837387670888,-21046,1959-1964,Opposition won
-0.4859588014382847,-21045,1959-1964,Opposition won
-0.4865338074351426,-21044,1959-1964,Opposition won
-0.487108756741745,-21043,1959-1964,Opposition won
-0.4876836493388334,-21042,1959-1964,Opposition won
-0.4882584852424062,-21041,1959-1964,Opposition won
-0.4888332643717574,-21040,1959-1964,Opposition won
-0.4894079868551763,-21039,1959-1964,Opposition won
-0.4899826526335423,-21038,1959-1964,Opposition won
-0.4905572616546554,-21037,1959-1964,Opposition won
-0.4911318139731606,-21036,1959-1964,Opposition won
-0.4917063096564559,-21035,1959-1964,Opposition won
-0.4922807485574155,-21034,1959-1964,Opposition won
-0.4928551308228319,-21033,1959-1964,Opposition won
-0.4934294563658769,-21032,1959-1964,Opposition won
-0.4940037251685625,-21031,1959-1964,Opposition won
-0.4945779372100763,-21030,1959-1964,Opposition won
-0.4951520926401328,-21029,1959-1964,Opposition won
-0.4957261913332371,-21028,1959-1964,Opposition won
-0.4963002332755473,-21027,1959-1964,Opposition won
-0.4968742185454375,-21026,1959-1964,Opposition won
-0.4974481471151275,-21025,1959-1964,Opposition won
-0.4980220189956434,-21024,1959-1964,Opposition won
-0.4985958341369045,-21023,1959-1964,Opposition won
-0.4991695925976052,-21022,1959-1964,Opposition won
-0.4997432943367149,-21021,1959-1964,Opposition won
-0.500316939360571,-21020,1959-1964,Opposition won
-0.5008905276874805,-21019,1959-1964,Opposition won
-0.5014640592822585,-21018,1959-1964,Opposition won
-0.5020375341824976,-21017,1959-1964,Opposition won
-0.5026109523849153,-21016,1959-1964,Opposition won
-0.5031843139158211,-21015,1959-1964,Opposition won
-0.5037576186944427,-21014,1959-1964,Opposition won
-0.5043308667886088,-21013,1959-1964,Opposition won
-0.5049040581543391,-21012,1959-1964,Opposition won
-0.5054771928065678,-21011,1959-1964,Opposition won
-0.5060502707736545,-21010,1959-1964,Opposition won
-0.506623292020332,-21009,1959-1964,Opposition won
-0.5071962565664615,-21008,1959-1964,Opposition won
-0.5077691644049116,-21007,1959-1964,Opposition won
-0.5083420155369917,-21006,1959-1964,Opposition won
-0.5089148099555647,-21005,1959-1964,Opposition won
-0.509487547684745,-21004,1959-1964,Opposition won
-0.5100602286563068,-21003,1959-1964,Opposition won
-0.5106328529822963,-21002,1959-1964,Opposition won
-0.5112054205718711,-21001,1959-1964,Opposition won
-0.5117779314604509,-21000,1959-1964,Opposition won
-0.5123503856209864,-20999,1959-1964,Opposition won
-0.5129227831355287,-20998,1959-1964,Opposition won
-0.513495123887569,-20997,1959-1964,Opposition won
-0.5140674079039813,-20996,1959-1964,Opposition won
-0.5146396352762576,-20995,1959-1964,Opposition won
-0.5152118059462337,-20994,1959-1964,Opposition won
-0.5157839198658051,-20993,1959-1964,Opposition won
-0.5163559770918889,-20992,1959-1964,Opposition won
-0.5169279776119632,-20991,1959-1964,Opposition won
-0.5174999214159516,-20990,1959-1964,Opposition won
-0.5180718085247984,-20989,1959-1964,Opposition won
-0.5186436389440019,-20988,1959-1964,Opposition won
-0.5192154126379742,-20987,1959-1964,Opposition won
